dataset,status,sender,receiver,n_samples,n_eligible_samples,n_eligible_donors,min_cells
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::Centroblast B",6,0,0,50
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::DN2",6,0,0,50
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::IgM-only",6,0,0,50
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::MZ",6,0,0,50
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::Naïve B",6,1,1,50
"JCI2024","Non-stricture","Mesenchymal_stromal","Plasma::Activated plasma",6,4,4,50
"JCI2024","Non-stricture","Mesenchymal_stromal","Plasma::IgA plasma",6,6,6,50
"JCI2024","Non-stricture","Mesenchymal_stromal","Plasma::IgG plasma",6,0,0,50
"JCI2024","Non-stricture","Mesenchymal_stromal","Plasma::Transitional B",6,0,0,50
"JCI2024","Non-stricture","Myeloid","B_cell::ActB3",6,0,0,50
"JCI2024","Non-stricture","Myeloid","B_cell::CSM",6,5,5,50
"JCI2024","Non-stricture","Myeloid","B_cell::Centroblast B",6,0,0,50
"JCI2024","Non-stricture","Myeloid","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Non-stricture","Myeloid","B_cell::DN2",6,0,0,50
"JCI2024","Non-stricture","Myeloid","B_cell::IgM-only",6,0,0,50
"JCI2024","Non-stricture","Myeloid","B_cell::MZ",6,0,0,50
"JCI2024","Non-stricture","Myeloid","B_cell::Naïve B",6,1,1,50
"JCI2024","Non-stricture","Myeloid","Plasma::Activated plasma",6,4,4,50
"JCI2024","Non-stricture","Myeloid","Plasma::IgA plasma",6,6,6,50
"JCI2024","Non-stricture","Myeloid","Plasma::IgG plasma",6,0,0,50
"JCI2024","Non-stricture","Myeloid","Plasma::Transitional B",6,0,0,50
"JCI2024","Non-stricture","T_NK","B_cell::ActB3",6,0,0,50
"JCI2024","Non-stricture","T_NK","B_cell::CSM",6,5,5,50
"JCI2024","Non-stricture","T_NK","B_cell::Centroblast B",6,0,0,50
"JCI2024","Non-stricture","T_NK","B_cell::Centrocyte B",6,0,0,50
"JCI2024","Non-stricture","T_NK","B_cell::DN2",6,0,0,50
"JCI2024","Non-stricture","T_NK","B_cell::IgM-only",6,0,0,50
"JCI2024","Non-stricture","T_NK","B_cell::MZ",6,0,0,50
"JCI2024","Non-stricture","T_NK","B_cell::Naïve B",6,1,1,50
"JCI2024","Non-stricture","T_NK","Plasma::Activated plasma",6,4,4,50
"JCI2024","Non-stricture","T_NK","Plasma::IgA plasma",6,6,6,50
"JCI2024","Non-stricture","T_NK","Plasma::IgG plasma",6,0,0,50
"JCI2024","Non-stricture","T_NK","Plasma::Transitional B",6,0,0,50
"SCP1884","Inflamed","B_cell::ActB3","Endothelial",12,0,0,50
"SCP1884","Inflamed","B_cell::ActB3","Epithelial",12,0,0,50
"SCP1884","Inflamed","B_cell::ActB3","Mast",12,0,0,50
"SCP1884","Inflamed","B_cell::ActB3","Mesenchymal_stromal",12,0,0,50
"SCP1884","Inflamed","B_cell::ActB3","Myeloid",12,0,0,50
"SCP1884","Inflamed","B_cell::ActB3","T_NK",12,0,0,50
"SCP1884","Inflamed","B_cell::CSM","Endothelial",12,2,2,50
"SCP1884","Inflamed","B_cell::CSM","Epithelial",12,3,3,50
"SCP1884","Inflamed","B_cell::CSM","Mast",12,2,2,50
"SCP1884","Inflamed","B_cell::CSM","Mesenchymal_stromal",12,3,3,50
"SCP1884","Inflamed","B_cell::CSM","Myeloid",12,3,3,50
"SCP1884","Inflamed","B_cell::CSM","T_NK",12,3,3,50
"SCP1884","Inflamed","B_cell::Centroblast B","Endothelial",12,1,1,50
"SCP1884","Inflamed","B_cell::Centroblast B","Epithelial",12,1,1,50
"SCP1884","Inflamed","B_cell::Centroblast B","Mast",12,1,1,50
"SCP1884","Inflamed","B_cell::Centroblast B","Mesenchymal_stromal",12,1,1,50
"SCP1884","Inflamed","B_cell::Centroblast B","Myeloid",12,1,1,50
"SCP1884","Inflamed","B_cell::Centroblast B","T_NK",12,1,1,50
"SCP1884","Inflamed","B_cell::Centrocyte B","Endothelial",12,1,1,50
"SCP1884","Inflamed","B_cell::Centrocyte B","Epithelial",12,1,1,50
"SCP1884","Inflamed","B_cell::Centrocyte B","Mast",12,1,1,50
"SCP1884","Inflamed","B_cell::Centrocyte B","Mesenchymal_stromal",12,1,1,50
"SCP1884","Inflamed","B_cell::Centrocyte B","Myeloid",12,1,1,50
"SCP1884","Inflamed","B_cell::Centrocyte B","T_NK",12,1,1,50
"SCP1884","Inflamed","B_cell::DN2","Endothelial",12,1,1,50
"SCP1884","Inflamed","B_cell::DN2","Epithelial",12,2,2,50
"SCP1884","Inflamed","B_cell::DN2","Mast",12,2,2,50
"SCP1884","Inflamed","B_cell::DN2","Mesenchymal_stromal",12,2,2,50
"SCP1884","Inflamed","B_cell::DN2","Myeloid",12,2,2,50
"SCP1884","Inflamed","B_cell::DN2","T_NK",12,2,2,50
"SCP1884","Inflamed","B_cell::IgM-only","Endothelial",12,0,0,50
"SCP1884","Inflamed","B_cell::IgM-only","Epithelial",12,1,1,50
"SCP1884","Inflamed","B_cell::IgM-only","Mast",12,1,1,50
"SCP1884","Inflamed","B_cell::IgM-only","Mesenchymal_stromal",12,1,1,50
"SCP1884","Inflamed","B_cell::IgM-only","Myeloid",12,1,1,50
"SCP1884","Inflamed","B_cell::IgM-only","T_NK",12,1,1,50
"SCP1884","Inflamed","B_cell::MZ","Endothelial",12,0,0,50
"SCP1884","Inflamed","B_cell::MZ","Epithelial",12,1,1,50
"SCP1884","Inflamed","B_cell::MZ","Mast",12,1,1,50
"SCP1884","Inflamed","B_cell::MZ","Mesenchymal_stromal",12,1,1,50
"SCP1884","Inflamed","B_cell::MZ","Myeloid",12,1,1,50
"SCP1884","Inflamed","B_cell::MZ","T_NK",12,1,1,50
"SCP1884","Inflamed","B_cell::Naïve B","Endothelial",12,1,1,50
"SCP1884","Inflamed","B_cell::Naïve B","Epithelial",12,2,2,50
"SCP1884","Inflamed","B_cell::Naïve B","Mast",12,2,2,50
"SCP1884","Inflamed","B_cell::Naïve B","Mesenchymal_stromal",12,2,2,50
"SCP1884","Inflamed","B_cell::Naïve B","Myeloid",12,2,2,50
"SCP1884","Inflamed","B_cell::Naïve B","T_NK",12,2,2,50
"SCP1884","Inflamed","Plasma::Activated plasma","Endothelial",12,3,3,50
"SCP1884","Inflamed","Plasma::Activated plasma","Epithelial",12,6,6,50
"SCP1884","Inflamed","Plasma::Activated plasma","Mast",12,7,7,50
"SCP1884","Inflamed","Plasma::Activated plasma","Mesenchymal_stromal",12,6,6,50
"SCP1884","Inflamed","Plasma::Activated plasma","Myeloid",12,7,7,50
"SCP1884","Inflamed","Plasma::Activated plasma","T_NK",12,7,7,50
"SCP1884","Inflamed","Plasma::IgA plasma","Endothelial",12,5,5,50
"SCP1884","Inflamed","Plasma::IgA plasma","Epithelial",12,6,6,50
"SCP1884","Inflamed","Plasma::IgA plasma","Mast",12,4,4,50
"SCP1884","Inflamed","Plasma::IgA plasma","Mesenchymal_stromal",12,6,6,50
"SCP1884","Inflamed","Plasma::IgA plasma","Myeloid",12,6,6,50
"SCP1884","Inflamed","Plasma::IgA plasma","T_NK",12,6,6,50
"SCP1884","Inflamed","Plasma::IgG plasma","Endothelial",12,0,0,50
"SCP1884","Inflamed","Plasma::IgG plasma","Epithelial",12,1,1,50
"SCP1884","Inflamed","Plasma::IgG plasma","Mast",12,1,1,50
"SCP1884","Inflamed","Plasma::IgG plasma","Mesenchymal_stromal",12,1,1,50
"SCP1884","Inflamed","Plasma::IgG plasma","Myeloid",12,1,1,50
"SCP1884","Inflamed","Plasma::IgG plasma","T_NK",12,1,1,50
"SCP1884","Inflamed","Plasma::Transitional B","Endothelial",12,0,0,50
"SCP1884","Inflamed","Plasma::Transitional B","Epithelial",12,0,0,50
"SCP1884","Inflamed","Plasma::Transitional B","Mast",12,0,0,50
"SCP1884","Inflamed","Plasma::Transitional B","Mesenchymal_stromal",12,0,0,50
"SCP1884","Inflamed","Plasma::Transitional B","Myeloid",12,0,0,50
"SCP1884","Inflamed","Plasma::Transitional B","T_NK",12,0,0,50
"SCP1884","Inflamed","Endothelial","B_cell::ActB3",12,0,0,50
"SCP1884","Inflamed","Endothelial","B_cell::CSM",12,2,2,50
"SCP1884","Inflamed","Endothelial","B_cell::Centroblast B",12,1,1,50
"SCP1884","Inflamed","Endothelial","B_cell::Centrocyte B",12,1,1,50
"SCP1884","Inflamed","Endothelial","B_cell::DN2",12,1,1,50
"SCP1884","Inflamed","Endothelial","B_cell::IgM-only",12,0,0,50
"SCP1884","Inflamed","Endothelial","B_cell::MZ",12,0,0,50
"SCP1884","Inflamed","Endothelial","B_cell::Naïve B",12,1,1,50
"SCP1884","Inflamed","Endothelial","Plasma::Activated plasma",12,3,3,50
"SCP1884","Inflamed","Endothelial","Plasma::IgA plasma",12,5,5,50
"SCP1884","Inflamed","Endothelial","Plasma::IgG plasma",12,0,0,50
"SCP1884","Inflamed","Endothelial","Plasma::Transitional B",12,0,0,50
"SCP1884","Inflamed","Epithelial","B_cell::ActB3",12,0,0,50
"SCP1884","Inflamed","Epithelial","B_cell::CSM",12,3,3,50
"SCP1884","Inflamed","Epithelial","B_cell::Centroblast B",12,1,1,50
"SCP1884","Inflamed","Epithelial","B_cell::Centrocyte B",12,1,1,50
"SCP1884","Inflamed","Epithelial","B_cell::DN2",12,2,2,50
"SCP1884","Inflamed","Epithelial","B_cell::IgM-only",12,1,1,50
"SCP1884","Inflamed","Epithelial","B_cell::MZ",12,1,1,50
"SCP1884","Inflamed","Epithelial","B_cell::Naïve B",12,2,2,50
"SCP1884","Inflamed","Epithelial","Plasma::Activated plasma",12,6,6,50
"SCP1884","Inflamed","Epithelial","Plasma::IgA plasma",12,6,6,50
"SCP1884","Inflamed","Epithelial","Plasma::IgG plasma",12,1,1,50
"SCP1884","Inflamed","Epithelial","Plasma::Transitional B",12,0,0,50
"SCP1884","Inflamed","Mast","B_cell::ActB3",12,0,0,50
"SCP1884","Inflamed","Mast","B_cell::CSM",12,2,2,50
"SCP1884","Inflamed","Mast","B_cell::Centroblast B",12,1,1,50
"SCP1884","Inflamed","Mast","B_cell::Centrocyte B",12,1,1,50
"SCP1884","Inflamed","Mast","B_cell::DN2",12,2,2,50
"SCP1884","Inflamed","Mast","B_cell::IgM-only",12,1,1,50
"SCP1884","Inflamed","Mast","B_cell::MZ",12,1,1,50
"SCP1884","Inflamed","Mast","B_cell::Naïve B",12,2,2,50
"SCP1884","Inflamed","Mast","Plasma::Activated plasma",12,7,7,50
"SCP1884","Inflamed","Mast","Plasma::IgA plasma",12,4,4,50
"SCP1884","Inflamed","Mast","Plasma::IgG plasma",12,1,1,50
"SCP1884","Inflamed","Mast","Plasma::Transitional B",12,0,0,50
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::ActB3",12,0,0,50
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::CSM",12,3,3,50
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::Centroblast B",12,1,1,50
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::Centrocyte B",12,1,1,50
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::DN2",12,2,2,50
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::IgM-only",12,1,1,50
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::MZ",12,1,1,50
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::Naïve B",12,2,2,50
"SCP1884","Inflamed","Mesenchymal_stromal","Plasma::Activated plasma",12,6,6,50
"SCP1884","Inflamed","Mesenchymal_stromal","Plasma::IgA plasma",12,6,6,50
"SCP1884","Inflamed","Mesenchymal_stromal","Plasma::IgG plasma",12,1,1,50
"SCP1884","Inflamed","Mesenchymal_stromal","Plasma::Transitional B",12,0,0,50
"SCP1884","Inflamed","Myeloid","B_cell::ActB3",12,0,0,50
"SCP1884","Inflamed","Myeloid","B_cell::CSM",12,3,3,50
"SCP1884","Inflamed","Myeloid","B_cell::Centroblast B",12,1,1,50
"SCP1884","Inflamed","Myeloid","B_cell::Centrocyte B",12,1,1,50
"SCP1884","Inflamed","Myeloid","B_cell::DN2",12,2,2,50
"SCP1884","Inflamed","Myeloid","B_cell::IgM-only",12,1,1,50
"SCP1884","Inflamed","Myeloid","B_cell::MZ",12,1,1,50
"SCP1884","Inflamed","Myeloid","B_cell::Naïve B",12,2,2,50
"SCP1884","Inflamed","Myeloid","Plasma::Activated plasma",12,7,7,50
"SCP1884","Inflamed","Myeloid","Plasma::IgA plasma",12,6,6,50
"SCP1884","Inflamed","Myeloid","Plasma::IgG plasma",12,1,1,50
"SCP1884","Inflamed","Myeloid","Plasma::Transitional B",12,0,0,50
"SCP1884","Inflamed","T_NK","B_cell::ActB3",12,0,0,50
"SCP1884","Inflamed","T_NK","B_cell::CSM",12,3,3,50
"SCP1884","Inflamed","T_NK","B_cell::Centroblast B",12,1,1,50
"SCP1884","Inflamed","T_NK","B_cell::Centrocyte B",12,1,1,50
"SCP1884","Inflamed","T_NK","B_cell::DN2",12,2,2,50
"SCP1884","Inflamed","T_NK","B_cell::IgM-only",12,1,1,50
"SCP1884","Inflamed","T_NK","B_cell::MZ",12,1,1,50
"SCP1884","Inflamed","T_NK","B_cell::Naïve B",12,2,2,50
"SCP1884","Inflamed","T_NK","Plasma::Activated plasma",12,7,7,50
"SCP1884","Inflamed","T_NK","Plasma::IgA plasma",12,6,6,50
"SCP1884","Inflamed","T_NK","Plasma::IgG plasma",12,1,1,50
"SCP1884","Inflamed","T_NK","Plasma::Transitional B",12,0,0,50
"SCP1884","Non-inflamed","B_cell::ActB3","Endothelial",26,2,2,50
"SCP1884","Non-inflamed","B_cell::ActB3","Epithelial",26,2,2,50
"SCP1884","Non-inflamed","B_cell::ActB3","Mast",26,1,1,50
"SCP1884","Non-inflamed","B_cell::ActB3","Mesenchymal_stromal",26,2,2,50
"SCP1884","Non-inflamed","B_cell::ActB3","Myeloid",26,2,2,50
"SCP1884","Non-inflamed","B_cell::ActB3","T_NK",26,2,2,50
"SCP1884","Non-inflamed","B_cell::CSM","Endothelial",26,12,12,50
"SCP1884","Non-inflamed","B_cell::CSM","Epithelial",26,13,13,50
"SCP1884","Non-inflamed","B_cell::CSM","Mast",26,9,9,50
"SCP1884","Non-inflamed","B_cell::CSM","Mesenchymal_stromal",26,13,13,50
"SCP1884","Non-inflamed","B_cell::CSM","Myeloid",26,13,13,50
"SCP1884","Non-inflamed","B_cell::CSM","T_NK",26,13,13,50
"SCP1884","Non-inflamed","B_cell::Centroblast B","Endothelial",26,4,4,50
"SCP1884","Non-inflamed","B_cell::Centroblast B","Epithelial",26,5,5,50
"SCP1884","Non-inflamed","B_cell::Centroblast B","Mast",26,3,3,50
"SCP1884","Non-inflamed","B_cell::Centroblast B","Mesenchymal_stromal",26,5,5,50
"SCP1884","Non-inflamed","B_cell::Centroblast B","Myeloid",26,5,5,50
"SCP1884","Non-inflamed","B_cell::Centroblast B","T_NK",26,5,5,50
"SCP1884","Non-inflamed","B_cell::Centrocyte B","Endothelial",26,2,2,50
"SCP1884","Non-inflamed","B_cell::Centrocyte B","Epithelial",26,3,3,50
"SCP1884","Non-inflamed","B_cell::Centrocyte B","Mast",26,2,2,50
"SCP1884","Non-inflamed","B_cell::Centrocyte B","Mesenchymal_stromal",26,3,3,50
"SCP1884","Non-inflamed","B_cell::Centrocyte B","Myeloid",26,3,3,50
"SCP1884","Non-inflamed","B_cell::Centrocyte B","T_NK",26,3,3,50
"SCP1884","Non-inflamed","B_cell::DN2","Endothelial",26,1,1,50
"SCP1884","Non-inflamed","B_cell::DN2","Epithelial",26,2,2,50
"SCP1884","Non-inflamed","B_cell::DN2","Mast",26,1,1,50
"SCP1884","Non-inflamed","B_cell::DN2","Mesenchymal_stromal",26,2,2,50
"SCP1884","Non-inflamed","B_cell::DN2","Myeloid",26,2,2,50
"SCP1884","Non-inflamed","B_cell::DN2","T_NK",26,2,2,50
"SCP1884","Non-inflamed","B_cell::IgM-only","Endothelial",26,0,0,50
"SCP1884","Non-inflamed","B_cell::IgM-only","Epithelial",26,0,0,50
"SCP1884","Non-inflamed","B_cell::IgM-only","Mast",26,0,0,50
"SCP1884","Non-inflamed","B_cell::IgM-only","Mesenchymal_stromal",26,0,0,50
"SCP1884","Non-inflamed","B_cell::IgM-only","Myeloid",26,0,0,50
"SCP1884","Non-inflamed","B_cell::IgM-only","T_NK",26,0,0,50
"SCP1884","Non-inflamed","B_cell::MZ","Endothelial",26,1,1,50
"SCP1884","Non-inflamed","B_cell::MZ","Epithelial",26,2,2,50
"SCP1884","Non-inflamed","B_cell::MZ","Mast",26,1,1,50
"SCP1884","Non-inflamed","B_cell::MZ","Mesenchymal_stromal",26,2,2,50
"SCP1884","Non-inflamed","B_cell::MZ","Myeloid",26,2,2,50
"SCP1884","Non-inflamed","B_cell::MZ","T_NK",26,2,2,50
"SCP1884","Non-inflamed","B_cell::Naïve B","Endothelial",26,6,6,50
"SCP1884","Non-inflamed","B_cell::Naïve B","Epithelial",26,7,7,50
"SCP1884","Non-inflamed","B_cell::Naïve B","Mast",26,4,4,50
"SCP1884","Non-inflamed","B_cell::Naïve B","Mesenchymal_stromal",26,7,7,50
"SCP1884","Non-inflamed","B_cell::Naïve B","Myeloid",26,7,7,50
"SCP1884","Non-inflamed","B_cell::Naïve B","T_NK",26,7,7,50
"SCP1884","Non-inflamed","Plasma::Activated plasma","Endothelial",26,17,17,50
"SCP1884","Non-inflamed","Plasma::Activated plasma","Epithelial",26,21,21,50
"SCP1884","Non-inflamed","Plasma::Activated plasma","Mast",26,17,17,50
"SCP1884","Non-inflamed","Plasma::Activated plasma","Mesenchymal_stromal",26,21,21,50
"SCP1884","Non-inflamed","Plasma::Activated plasma","Myeloid",26,21,21,50
"SCP1884","Non-inflamed","Plasma::Activated plasma","T_NK",26,21,21,50
"SCP1884","Non-inflamed","Plasma::IgA plasma","Endothelial",26,14,14,50
"SCP1884","Non-inflamed","Plasma::IgA plasma","Epithelial",26,17,17,50
"SCP1884","Non-inflamed","Plasma::IgA plasma","Mast",26,10,10,50
"SCP1884","Non-inflamed","Plasma::IgA plasma","Mesenchymal_stromal",26,17,17,50
"SCP1884","Non-inflamed","Plasma::IgA plasma","Myeloid",26,17,17,50
"SCP1884","Non-inflamed","Plasma::IgA plasma","T_NK",26,17,17,50
"SCP1884","Non-inflamed","Plasma::IgG plasma","Endothelial",26,0,0,50
"SCP1884","Non-inflamed","Plasma::IgG plasma","Epithelial",26,0,0,50
"SCP1884","Non-inflamed","Plasma::IgG plasma","Mast",26,0,0,50
"SCP1884","Non-inflamed","Plasma::IgG plasma","Mesenchymal_stromal",26,0,0,50
"SCP1884","Non-inflamed","Plasma::IgG plasma","Myeloid",26,0,0,50
"SCP1884","Non-inflamed","Plasma::IgG plasma","T_NK",26,0,0,50
"SCP1884","Non-inflamed","Plasma::Transitional B","Endothelial",26,0,0,50
"SCP1884","Non-inflamed","Plasma::Transitional B","Epithelial",26,1,1,50
"SCP1884","Non-inflamed","Plasma::Transitional B","Mast",26,0,0,50
"SCP1884","Non-inflamed","Plasma::Transitional B","Mesenchymal_stromal",26,1,1,50
"SCP1884","Non-inflamed","Plasma::Transitional B","Myeloid",26,1,1,50
"SCP1884","Non-inflamed","Plasma::Transitional B","T_NK",26,1,1,50
"SCP1884","Non-inflamed","Endothelial","B_cell::ActB3",26,2,2,50
"SCP1884","Non-inflamed","Endothelial","B_cell::CSM",26,12,12,50
"SCP1884","Non-inflamed","Endothelial","B_cell::Centroblast B",26,4,4,50
"SCP1884","Non-inflamed","Endothelial","B_cell::Centrocyte B",26,2,2,50
"SCP1884","Non-inflamed","Endothelial","B_cell::DN2",26,1,1,50
"SCP1884","Non-inflamed","Endothelial","B_cell::IgM-only",26,0,0,50
"SCP1884","Non-inflamed","Endothelial","B_cell::MZ",26,1,1,50
"SCP1884","Non-inflamed","Endothelial","B_cell::Naïve B",26,6,6,50
"SCP1884","Non-inflamed","Endothelial","Plasma::Activated plasma",26,17,17,50
"SCP1884","Non-inflamed","Endothelial","Plasma::IgA plasma",26,14,14,50
"SCP1884","Non-inflamed","Endothelial","Plasma::IgG plasma",26,0,0,50
"SCP1884","Non-inflamed","Endothelial","Plasma::Transitional B",26,0,0,50
"SCP1884","Non-inflamed","Epithelial","B_cell::ActB3",26,2,2,50
"SCP1884","Non-inflamed","Epithelial","B_cell::CSM",26,13,13,50
"SCP1884","Non-inflamed","Epithelial","B_cell::Centroblast B",26,5,5,50
"SCP1884","Non-inflamed","Epithelial","B_cell::Centrocyte B",26,3,3,50
"SCP1884","Non-inflamed","Epithelial","B_cell::DN2",26,2,2,50
"SCP1884","Non-inflamed","Epithelial","B_cell::IgM-only",26,0,0,50
"SCP1884","Non-inflamed","Epithelial","B_cell::MZ",26,2,2,50
"SCP1884","Non-inflamed","Epithelial","B_cell::Naïve B",26,7,7,50
"SCP1884","Non-inflamed","Epithelial","Plasma::Activated plasma",26,21,21,50
"SCP1884","Non-inflamed","Epithelial","Plasma::IgA plasma",26,17,17,50
"SCP1884","Non-inflamed","Epithelial","Plasma::IgG plasma",26,0,0,50
"SCP1884","Non-inflamed","Epithelial","Plasma::Transitional B",26,1,1,50
"SCP1884","Non-inflamed","Mast","B_cell::ActB3",26,1,1,50
"SCP1884","Non-inflamed","Mast","B_cell::CSM",26,9,9,50
"SCP1884","Non-inflamed","Mast","B_cell::Centroblast B",26,3,3,50
"SCP1884","Non-inflamed","Mast","B_cell::Centrocyte B",26,2,2,50
"SCP1884","Non-inflamed","Mast","B_cell::DN2",26,1,1,50
"SCP1884","Non-inflamed","Mast","B_cell::IgM-only",26,0,0,50
"SCP1884","Non-inflamed","Mast","B_cell::MZ",26,1,1,50
"SCP1884","Non-inflamed","Mast","B_cell::Naïve B",26,4,4,50
"SCP1884","Non-inflamed","Mast","Plasma::Activated plasma",26,17,17,50
"SCP1884","Non-inflamed","Mast","Plasma::IgA plasma",26,10,10,50
"SCP1884","Non-inflamed","Mast","Plasma::IgG plasma",26,0,0,50
"SCP1884","Non-inflamed","Mast","Plasma::Transitional B",26,0,0,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","B_cell::ActB3",26,2,2,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","B_cell::CSM",26,13,13,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","B_cell::Centroblast B",26,5,5,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","B_cell::Centrocyte B",26,3,3,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","B_cell::DN2",26,2,2,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","B_cell::IgM-only",26,0,0,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","B_cell::MZ",26,2,2,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","B_cell::Naïve B",26,7,7,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","Plasma::Activated plasma",26,21,21,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","Plasma::IgA plasma",26,17,17,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","Plasma::IgG plasma",26,0,0,50
"SCP1884","Non-inflamed","Mesenchymal_stromal","Plasma::Transitional B",26,1,1,50
"SCP1884","Non-inflamed","Myeloid","B_cell::ActB3",26,2,2,50
"SCP1884","Non-inflamed","Myeloid","B_cell::CSM",26,13,13,50
"SCP1884","Non-inflamed","Myeloid","B_cell::Centroblast B",26,5,5,50
"SCP1884","Non-inflamed","Myeloid","B_cell::Centrocyte B",26,3,3,50
"SCP1884","Non-inflamed","Myeloid","B_cell::DN2",26,2,2,50
"SCP1884","Non-inflamed","Myeloid","B_cell::IgM-only",26,0,0,50
"SCP1884","Non-inflamed","Myeloid","B_cell::MZ",26,2,2,50
"SCP1884","Non-inflamed","Myeloid","B_cell::Naïve B",26,7,7,50
"SCP1884","Non-inflamed","Myeloid","Plasma::Activated plasma",26,21,21,50
"SCP1884","Non-inflamed","Myeloid","Plasma::IgA plasma",26,17,17,50
"SCP1884","Non-inflamed","Myeloid","Plasma::IgG plasma",26,0,0,50
"SCP1884","Non-inflamed","Myeloid","Plasma::Transitional B",26,1,1,50
"SCP1884","Non-inflamed","T_NK","B_cell::ActB3",26,2,2,50
"SCP1884","Non-inflamed","T_NK","B_cell::CSM",26,13,13,50
"SCP1884","Non-inflamed","T_NK","B_cell::Centroblast B",26,5,5,50
"SCP1884","Non-inflamed","T_NK","B_cell::Centrocyte B",26,3,3,50
"SCP1884","Non-inflamed","T_NK","B_cell::DN2",26,2,2,50
"SCP1884","Non-inflamed","T_NK","B_cell::IgM-only",26,0,0,50
"SCP1884","Non-inflamed","T_NK","B_cell::MZ",26,2,2,50
"SCP1884","Non-inflamed","T_NK","B_cell::Naïve B",26,7,7,50
"SCP1884","Non-inflamed","T_NK","Plasma::Activated plasma",26,21,21,50
"SCP1884","Non-inflamed","T_NK","Plasma::IgA plasma",26,17,17,50
"SCP1884","Non-inflamed","T_NK","Plasma::IgG plasma",26,0,0,50
"SCP1884","Non-inflamed","T_NK","Plasma::Transitional B",26,1,1,50
"SCP1884","Control","B_cell::ActB3","Endothelial",10,0,0,50
"SCP1884","Control","B_cell::ActB3","Epithelial",10,0,0,50
"SCP1884","Control","B_cell::ActB3","Mast",10,0,0,50
"SCP1884","Control","B_cell::ActB3","Mesenchymal_stromal",10,0,0,50
"SCP1884","Control","B_cell::ActB3","Myeloid",10,0,0,50
